,first_name,last_name,address,city,county,state,phone1,phone2,email,qtr1,qtr2,qtr3,qtr4,Median
368,Quentin,Birkner,7061 N 2nd St,Burnsville,Dakota,MN,952-702-7993,952-314-5871,qbirkner@aol.com,90,73,91,95,90.5
369,Regenia,Kannady,10759 Main St,Scottsdale,Maricopa,AZ,480-726-1280,480-205-5121,regenia.kannady@cox.net,75,76,79,82,77.5
370,Sheron,Louissant,97 E 3rd St #9,Long Island City,Queens,NY,718-976-8610,718-613-9994,sheron@aol.com,94,90,90,80,90.0
371,Izetta,Funnell,82 Winsor St #54,Atlanta,Dekalb,GA,770-844-3447,770-584-4119,izetta.funnell@hotmail.com,80,80,79,79,79.5
372,Rodolfo,Butzen,41 Steel Ct,Northfield,Rice,MN,507-210-3510,507-590-5237,rodolfo@hotmail.com,81,81,89,74,81.0
373,Zona,Colla,49440 Dearborn St,Norwalk,Fairfield,CT,203-461-1949,203-938-2557,zona@hotmail.com,76,88,89,85,86.5
374,Serina,Zagen,7 S Beverly Dr,Fort Wayne,Allen,IN,260-273-3725,260-382-4869,szagen@aol.com,95,81,80,96,88.0
375,Paz,Sahagun,919 Wall Blvd,Meridian,Lauderdale,MS,601-927-8287,601-249-4511,paz_sahagun@cox.net,95,74,82,93,87.5
376,Markus,Lukasik,89 20th St E #779,Sterling Heights,Macomb,MI,586-970-7380,586-247-1614,markus@yahoo.com,95,96,92,92,93.5
377,Jaclyn,Bachman,721 Interstate 45 S,Colorado Springs,El Paso,CO,719-853-3600,719-223-2074,jaclyn@aol.com,89,95,85,78,87.0
378,Cyril,Daufeldt,3 Lawton St,New York,New York,NY,212-745-8484,212-422-5427,cyril_daufeldt@daufeldt.com,97,96,73,87,91.5
379,Gayla,Schnitzler,38 Pleasant Hill Rd,Hayward,Alameda,CA,510-686-3407,510-441-4055,gschnitzler@gmail.com,90,83,77,84,83.5
380,Erick,Nievas,45 E Acacia Ct,Chicago,Cook,IL,773-704-9903,773-359-6109,erick_nievas@aol.com,88,89,75,73,81.5
381,Jennie,Drymon,63728 Poway Rd #1,Scranton,Lackawanna,PA,570-218-4831,570-868-8688,jennie@cox.net,77,98,73,75,76.0
382,Mitsue,Scipione,77 222 Dr,Oroville,Butte,CA,530-986-9272,530-399-3254,mscipione@scipione.com,83,75,87,87,85.0
383,Ciara,Ventura,53 W Carey St,Port Jervis,Orange,NY,845-823-8877,845-694-7919,cventura@yahoo.com,88,88,74,95,88.0
384,Galen,Cantres,617 Nw 36th Ave,Brook Park,Cuyahoga,OH,216-600-6111,216-871-6876,galen@yahoo.com,85,95,74,98,90.0
385,Truman,Feichtner,539 Coldwater Canyon Ave,Bloomfield,Essex,NJ,973-852-2736,973-473-5108,tfeichtner@yahoo.com,75,77,94,86,81.5
386,Gail,Kitty,735 Crawford Dr,Anchorage,Anchorage,AK,907-435-9166,907-770-3542,gail@kitty.com,94,78,89,98,91.5
387,Dalene,Schoeneck,910 Rahway Ave,Philadelphia,Philadelphia,PA,215-268-1275,215-380-8820,dalene@schoeneck.org,94,94,74,96,94.0
388,Gertude,Witten,7 Tarrytown Rd,Cincinnati,Hamilton,OH,513-977-7043,513-863-9471,gertude.witten@gmail.com,79,87,95,76,83.0
389,Lizbeth,Kohl,35433 Blake St #588,Gardena,Los Angeles,CA,310-699-1222,310-955-5788,lizbeth@yahoo.com,96,98,89,79,92.5
390,Glenn,Berray,29 Cherry St #7073,Des Moines,Polk,IA,515-370-7348,515-372-1738,gberray@gmail.com,74,87,84,81,82.5
391,Lashandra,Klang,810 N La Brea Ave,King of Prussia,Montgomery,PA,610-809-1818,610-378-7332,lashandra@yahoo.com,76,90,90,83,86.5
392,Lenna,Newville,987 Main St,Raleigh,Wake,NC,919-623-2524,919-254-5987,lnewville@newville.com,95,92,95,95,95.0
393,Laurel,Pagliuca,36 Enterprise St Se,Richland,Benton,WA,509-695-5199,509-595-6485,laurel@yahoo.com,74,77,82,87,79.5
394,Mireya,Frerking,8429 Miller Rd,Pelham,Westchester,NY,914-868-5965,914-883-3061,mireya.frerking@hotmail.com,84,88,88,78,86.0
395,Annelle,Tagala,5 W 7th St,Parkville,Baltimore,MD,410-757-1035,410-234-2267,annelle@yahoo.com,85,89,76,97,87.0
396,Dean,Ketelsen,2 Flynn Rd,Hicksville,Nassau,NY,516-847-4418,516-732-6649,dean_ketelsen@gmail.com,96,74,98,84,90.0
397,Levi,Munis,2094 Ne 36th Ave,Worcester,Worcester,MA,508-456-4907,508-658-7802,levi.munis@gmail.com,91,84,98,80,87.5
398,Sylvie,Ryser,649 Tulane Ave,Tulsa,Tulsa,OK,918-644-9555,918-565-1706,sylvie@aol.com,78,79,92,91,85.0
399,Sharee,Maile,2094 Montour Blvd,Muskegon,Muskegon,MI,231-467-9978,231-265-6940,sharee_maile@aol.com,86,84,89,73,85.0
400,Cordelia,Storment,393 Hammond Dr,Lafayette,Lafayette,LA,337-566-6001,337-255-3427,cordelia_storment@aol.com,96,85,80,98,90.5
401,Mollie,Mcdoniel,8590 Lake Lizzie Dr,Bowling Green,Wood,OH,419-975-3182,419-417-4674,mollie_mcdoniel@yahoo.com,89,77,88,96,88.5
402,Brett,Mccullan,87895 Concord Rd,La Mesa,San Diego,CA,619-461-9984,619-727-3892,brett.mccullan@mccullan.com,80,77,76,79,78.0
403,Teddy,Pedrozo,46314 Route 130,Bridgeport,Fairfield,CT,203-892-3863,203-918-3939,teddy_pedrozo@aol.com,82,92,74,80,81.0
404,Tasia,Andreason,4 Cowesett Ave,Kearny,Hudson,NJ,201-920-9002,201-969-7063,tasia_andreason@yahoo.com,83,83,82,86,83.0
405,Hubert,Walthall,95 Main Ave #2,Barberton,Summit,OH,330-903-1345,330-566-8898,hubert@walthall.org,82,87,89,74,84.5
406,Arthur,Farrow,28 S 7th St #2824,Englewood,Bergen,NJ,201-238-5688,201-772-4377,arthur.farrow@yahoo.com,88,87,82,94,87.5
407,Vilma,Berlanga,79 S Howell Ave,Grand Rapids,Kent,MI,616-737-3085,616-568-4113,vberlanga@berlanga.com,94,86,73,86,86.0
408,Billye,Miro,36 Lancaster Dr Se,Pearl,Rankin,MS,601-567-5386,601-637-5479,billye_miro@cox.net,93,82,89,82,85.5
409,Glenna,Slayton,2759 Livingston Ave,Memphis,Shelby,TN,901-640-9178,901-869-4314,glenna_slayton@cox.net,80,77,86,87,83.0
410,Mitzie,Hudnall,17 Jersey Ave,Englewood,Arapahoe,CO,303-402-1940,303-997-7760,mitzie_hudnall@yahoo.com,76,92,88,88,88.0
411,Bernardine,Rodefer,2 W Grand Ave,Memphis,Shelby,TN,901-901-4726,901-739-5892,bernardine_rodefer@yahoo.com,83,90,91,81,86.5
412,Staci,Schmaltz,18 Coronado Ave #563,Pasadena,Los Angeles,CA,626-866-2339,626-293-7678,staci_schmaltz@aol.com,84,90,88,83,86.0
413,Nichelle,Meteer,72 Beechwood Ter,Chicago,Cook,IL,773-225-9985,773-857-2231,nichelle_meteer@meteer.com,74,77,81,96,79.0
414,Janine,Rhoden,92 Broadway,Astoria,Queens,NY,718-228-5894,718-728-5051,jrhoden@yahoo.com,77,91,91,95,91.0
415,Ettie,Hoopengardner,39 Franklin Ave,Richland,Benton,WA,509-755-5393,509-847-3352,ettie.hoopengardner@hotmail.com,82,79,79,92,80.5
416,Eden,Jayson,4 Iwaena St,Baltimore,Baltimore City,MD,410-890-7866,410-429-4888,eden_jayson@yahoo.com,92,98,81,84,88.0
417,Lynelle,Auber,32820 Corkwood Rd,Newark,Essex,NJ,973-860-8610,973-605-6492,lynelle_auber@gmail.com,93,77,88,74,82.5
418,Merissa,Tomblin,34 Raritan Center Pky,Bellflower,Los Angeles,CA,562-579-6900,562-719-7922,merissa.tomblin@gmail.com,86,78,84,82,83.0
419,Golda,Kaniecki,6201 S Nevada Ave,Toms River,Ocean,NJ,732-628-9909,732-617-5310,golda_kaniecki@yahoo.com,83,78,88,75,80.5
420,Catarina,Gleich,78 Maryland Dr #146,Denville,Morris,NJ,973-210-3994,973-491-8723,catarina_gleich@hotmail.com,86,83,93,90,88.0
421,Virgie,Kiel,76598 Rd  I 95 #1,Denver,Denver,CO,303-776-7548,303-845-5408,vkiel@hotmail.com,97,76,84,93,88.5
422,Jolene,Ostolaza,1610 14th St Nw,Newport News,Newport News City,VA,757-682-7116,757-940-1741,jolene@yahoo.com,85,80,84,81,82.5
423,Keneth,Borgman,86350 Roszel Rd,Phoenix,Maricopa,AZ,602-919-4211,602-442-3092,keneth@yahoo.com,80,90,81,95,85.5
424,Rikki,Nayar,1644 Clove Rd,Miami,Miami-Dade,FL,305-968-9487,305-978-2069,rikki@nayar.com,87,81,96,86,86.5
425,Elke,Sengbusch,9 W Central Ave,Phoenix,Maricopa,AZ,602-896-2993,602-575-3457,elke_sengbusch@yahoo.com,83,75,98,74,79.0
426,Hoa,Sarao,27846 Lafayette Ave,Oak Hill,Volusia,FL,386-526-7800,386-599-7296,hoa@sarao.org,87,92,89,91,90.0
427,Trinidad,Mcrae,10276 Brooks St,San Francisco,San Francisco,CA,415-331-9634,415-419-1597,trinidad_mcrae@yahoo.com,95,83,73,82,82.5
428,Mari,Lueckenbach,1 Century Park E,San Diego,San Diego,CA,858-793-9684,858-228-5683,mari_lueckenbach@yahoo.com,88,76,91,83,85.5
429,Selma,Husser,9 State Highway 57 #22,Jersey City,Hudson,NJ,201-991-8369,201-772-7699,selma.husser@cox.net,89,84,88,82,86.0
430,Antione,Onofrio,4 S Washington Ave,San Bernardino,San Bernardino,CA,909-430-7765,909-665-3223,aonofrio@onofrio.com,81,95,92,91,91.5
431,Luisa,Jurney,25 Se 176th Pl,Cambridge,Middlesex,MA,617-365-2134,617-544-2541,ljurney@hotmail.com,98,93,85,81,89.0
432,Clorinda,Heimann,105 Richmond Valley Rd,Escondido,San Diego,CA,760-291-5497,760-261-4786,clorinda.heimann@hotmail.com,76,86,93,73,81.0
433,Dick,Wenzinger,22 Spruce St #595,Gardena,Los Angeles,CA,310-510-9713,310-936-2258,dick@yahoo.com,91,75,87,75,81.0
434,Ahmed,Angalich,2 W Beverly Blvd,Harrisburg,Dauphin,PA,717-528-8996,717-632-5831,ahmed.angalich@angalich.com,82,78,84,75,80.0
435,Iluminada,Ohms,72 Southern Blvd,Mesa,Maricopa,AZ,480-293-2882,480-866-6544,iluminada.ohms@yahoo.com,90,77,81,83,82.0
436,Joanna,Leinenbach,1 Washington St,Lake Worth,Palm Beach,FL,561-470-4574,561-951-9734,joanna_leinenbach@hotmail.com,76,87,79,76,77.5
437,Caprice,Suell,90177 N 55th Ave,Nashville,Davidson,TN,615-246-1824,615-726-4537,caprice@aol.com,75,93,82,77,79.5
438,Stephane,Myricks,9 Tower Ave,Burlington,Boone,KY,859-717-7638,859-308-4286,stephane_myricks@cox.net,79,73,91,89,84.0
439,Quentin,Swayze,278 Bayview Ave,Milan,Monroe,MI,734-561-6170,734-851-8571,quentin_swayze@yahoo.com,81,94,84,94,89.0
440,Annmarie,Castros,80312 W 32nd St,Conroe,Montgomery,TX,936-751-7961,936-937-2334,annmarie_castros@gmail.com,73,84,90,97,87.0
441,Shonda,Greenbush,82 Us Highway 46,Clifton,Passaic,NJ,973-482-2430,973-644-2974,shonda_greenbush@cox.net,95,95,79,77,87.0
442,Cecil,Lapage,4 Stovall St #72,Union City,Hudson,NJ,201-693-3967,201-856-2720,clapage@lapage.com,77,92,77,94,84.5
443,Jeanice,Claucherty,19 Amboy Ave,Miami,Miami-Dade,FL,305-988-4162,305-306-7834,jeanice.claucherty@yahoo.com,86,83,76,86,84.5
444,Josphine,Villanueva,63 Smith Ln #8343,Moss,Clay,TN,931-553-9774,931-486-6946,josphine_villanueva@villanueva.com,87,81,80,89,84.0
445,Daniel,Perruzza,11360 S Halsted St,Santa Ana,Orange,CA,714-771-3880,714-531-1391,dperruzza@perruzza.com,97,89,76,74,82.5
446,Cassi,Wildfong,26849 Jefferson Hwy,Rolling Meadows,Cook,IL,847-633-3216,847-755-9041,cassi.wildfong@aol.com,80,89,78,78,79.0
447,Britt,Galam,2500 Pringle Rd Se #508,Hatfield,Montgomery,PA,215-888-3304,215-351-8523,britt@galam.org,95,90,74,95,92.5
448,Adell,Lipkin,65 Mountain View Dr,Whippany,Morris,NJ,973-654-1561,973-662-8988,adell.lipkin@lipkin.com,95,97,77,75,86.0
449,Jacqueline,Rowling,1 N San Saba,Erie,Erie,PA,814-865-8113,814-481-1700,jacqueline.rowling@yahoo.com,80,74,76,96,78.0
450,Lonny,Weglarz,51120 State Route 18,Salt Lake City,Salt Lake,UT,801-293-9853,801-892-8781,lonny_weglarz@gmail.com,89,74,73,86,80.0
451,Lonna,Diestel,1482 College Ave,Fayetteville,Cumberland,NC,910-922-3672,910-200-7912,lonna_diestel@gmail.com,73,93,96,83,88.0
452,Cristal,Samara,4119 Metropolitan Dr,Los Angeles,Los Angeles,CA,213-975-8026,213-696-8004,cristal@cox.net,77,78,88,79,78.5
453,Kenneth,Grenet,2167 Sierra Rd,East Lansing,Ingham,MI,517-499-2322,517-867-8077,kenneth.grenet@grenet.org,97,93,97,86,95.0
454,Elli,Mclaird,6 Sunrise Ave,Utica,Oneida,NY,315-818-2638,315-474-5570,emclaird@mclaird.com,81,76,85,90,83.0
455,Alline,Jeanty,55713 Lake City Hwy,South Bend,St Joseph,IN,574-656-2800,574-405-1983,ajeanty@gmail.com,74,74,96,95,84.5
456,Sharika,Eanes,75698 N Fiesta Blvd,Orlando,Orange,FL,407-312-1691,407-472-1332,sharika.eanes@aol.com,75,85,81,81,81.0
457,Nu,Mcnease,88 Sw 28th Ter,Harrison,Hudson,NJ,973-751-9003,973-903-4175,nu@gmail.com,98,90,83,85,87.5
458,Daniela,Comnick,7 Flowers Rd #403,Trenton,Mercer,NJ,609-200-8577,609-398-2805,dcomnick@cox.net,87,97,86,79,86.5
459,Cecilia,Colaizzo,4 Nw 12th St #3849,Madison,Dane,WI,608-382-4541,608-302-3387,cecilia_colaizzo@colaizzo.com,88,97,76,86,87.0
460,Leslie,Threets,2 A Kelley Dr,Katonah,Westchester,NY,914-861-9748,914-396-2615,leslie@cox.net,82,94,77,90,86.0
461,Nan,Koppinger,88827 Frankford Ave,Greensboro,Guilford,NC,336-370-5333,336-564-1492,nan@koppinger.com,79,98,75,93,86.0
462,Izetta,Dewar,2 W Scyene Rd #3,Baltimore,Baltimore City,MD,410-473-1708,410-522-7621,idewar@dewar.com,86,92,87,77,86.5
463,Tegan,Arceo,62260 Park Stre,Monroe Township,Middlesex,NJ,732-730-2692,732-705-6719,tegan.arceo@arceo.org,92,90,84,83,87.0
464,Ruthann,Keener,3424 29th St Se,Kerrville,Kerr,TX,830-258-2769,830-919-5991,ruthann@hotmail.com,94,76,97,74,85.0
465,Joni,Breland,35 E Main St #43,Elk Grove Village,Cook,IL,847-519-5906,847-740-5304,joni_breland@cox.net,87,94,79,73,83.0
466,Vi,Rentfro,7163 W Clark Rd,Freehold,Monmouth,NJ,732-605-4781,732-724-7251,vrentfro@cox.net,79,77,73,87,78.0
467,Colette,Kardas,21575 S Apple Creek Rd,Omaha,Douglas,NE,402-896-5943,402-707-1602,colette.kardas@yahoo.com,98,73,89,94,91.5
468,Malcolm,Tromblay,747 Leonis Blvd,Annandale,Fairfax,VA,703-221-5602,703-874-4248,malcolm_tromblay@cox.net,90,98,76,80,85.0
469,Ryan,Harnos,13 Gunnison St,Plano,Collin,TX,972-558-1665,972-961-4968,ryan@cox.net,81,90,79,90,85.5
470,Jess,Chaffins,18 3rd Ave,New York,New York,NY,212-510-4633,212-428-9538,jess.chaffins@chaffins.org,93,98,82,79,87.5
471,Sharen,Bourbon,62 W Austin St,Syosset,Nassau,NY,516-816-1541,516-749-3188,sbourbon@yahoo.com,76,86,86,77,81.5
472,Nickolas,Juvera,177 S Rider Trl #52,Crystal River,Citrus,FL,352-598-8301,352-947-6152,nickolas_juvera@cox.net,96,80,77,78,79.0
473,Gary,Nunlee,2 W Mount Royal Ave,Fortville,Hancock,IN,317-542-6023,317-887-8486,gary_nunlee@nunlee.org,77,82,83,89,82.5
474,Diane,Devreese,1953 Telegraph Rd,Saint Joseph,Buchanan,MO,816-557-9673,816-329-5565,diane@cox.net,81,74,83,98,82.0
475,Roslyn,Chavous,63517 Dupont St,Jackson,Hinds,MS,601-234-9632,601-973-5754,roslyn.chavous@chavous.org,89,81,96,79,85.0
476,Glory,Schieler,5 E Truman Rd,Abilene,Taylor,TX,325-869-2649,325-740-3778,glory@yahoo.com,77,83,94,74,80.0
477,Rasheeda,Sayaphon,251 Park Ave #979,Saratoga,Santa Clara,CA,408-805-4309,408-997-7490,rasheeda@aol.com,96,80,97,92,94.0
478,Alpha,Palaia,43496 Commercial Dr #29,Cherry Hill,Camden,NJ,856-312-2629,856-513-7024,alpha@yahoo.com,87,93,95,90,91.5
479,Refugia,Jacobos,2184 Worth St,Hayward,Alameda,CA,510-974-8671,510-509-3496,refugia.jacobos@jacobos.com,97,81,89,96,92.5
480,Shawnda,Yori,50126 N Plankinton Ave,Longwood,Seminole,FL,407-538-5106,407-564-8113,shawnda.yori@yahoo.com,91,77,97,75,84.0
481,Mona,Delasancha,38773 Gravois Ave,Cheyenne,Laramie,WY,307-403-1488,307-816-7115,mdelasancha@hotmail.com,83,85,93,84,84.5
482,Gilma,Liukko,16452 Greenwich St,Garden City,Nassau,NY,516-393-9967,516-407-9573,gilma_liukko@gmail.com,81,78,81,84,81.0
483,Janey,Gabisi,40 Cambridge Ave,Madison,Dane,WI,608-967-7194,608-586-6912,jgabisi@hotmail.com,89,95,74,93,91.0
484,Lili,Paskin,20113 4th Ave E,Kearny,Hudson,NJ,201-431-2989,201-478-8540,lili.paskin@cox.net,95,90,73,81,85.5
485,Loren,Asar,6 Ridgewood Center Dr,Old Forge,Lackawanna,PA,570-648-3035,570-569-2356,loren.asar@aol.com,80,87,81,94,84.0
486,Dorothy,Chesterfield,469 Outwater Ln,San Diego,San Diego,CA,858-617-7834,858-732-1884,dorothy@cox.net,92,74,82,91,86.5
487,Gail,Similton,62 Monroe St,Thousand Palms,Riverside,CA,760-616-5388,760-493-9208,gail_similton@similton.com,74,82,96,73,78.0
488,Catalina,Tillotson,3338 A Lockport Pl #6,Margate City,Atlantic,NJ,609-373-3332,609-826-4990,catalina@hotmail.com,90,93,83,79,86.5
489,Lawrence,Lorens,9 Hwy,Providence,Providence,RI,401-465-6432,401-893-1820,lawrence.lorens@hotmail.com,77,91,97,98,94.0
490,Carlee,Boulter,8284 Hart St,Abilene,Dickinson,KS,785-347-1805,785-253-7049,carlee.boulter@hotmail.com,94,90,81,75,85.5
491,Thaddeus,Ankeny,5 Washington St #1,Roseville,Placer,CA,916-920-3571,916-459-2433,tankeny@ankeny.org,79,95,78,73,78.5
492,Jovita,Oles,8 S Haven St,Daytona Beach,Volusia,FL,386-248-4118,386-208-6976,joles@gmail.com,74,81,76,82,78.5
493,Alesia,Hixenbaugh,9 Front St,Washington,District of Columbia,DC,202-646-7516,202-276-6826,alesia_hixenbaugh@hixenbaugh.org,83,87,85,95,86.0
494,Lai,Harabedian,1933 Packer Ave #2,Novato,Marin,CA,415-423-3294,415-926-6089,lai@gmail.com,83,77,83,91,83.0
495,Brittni,Gillaspie,67 Rv Cent,Boise,Ada,ID,208-709-1235,208-206-9848,bgillaspie@gillaspie.com,96,91,94,95,94.5
496,Raylene,Kampa,2 Sw Nyberg Rd,Elkhart,Elkhart,IN,574-499-1454,574-330-1884,rkampa@kampa.org,93,75,78,91,84.5
497,Flo,Bookamer,89992 E 15th St,Alliance,Box Butte,NE,308-726-2182,308-250-6987,flo.bookamer@cox.net,78,75,74,93,76.5
498,Jani,Biddy,61556 W 20th Ave,Seattle,King,WA,206-711-6498,206-395-6284,jbiddy@yahoo.com,93,80,78,73,79.0
499,Chauncey,Motley,63 E Aurora Dr,Orlando,Orange,FL,407-413-4842,407-557-8857,chauncey_motley@aol.com,87,96,78,78,82.5
